Russian,Occidental,Extra Info
побоище,massacre,<B>R: </B>massacre<BR> побоище
масса,masse,<B>R: </B>mass|e<BR> масса
мачта,mast,"<B>R: </B>mast<BR> мачта<BR>-age, -ura, -al"
замазка,mastic,<B>R: </B>mastic<BR> замазка
мастер|хозяин|учитель,mastro • mastre,"<B>R: </B>mastr|o<BR>мастер, хозяин, учитель<BR>-essa, -in, -io, -io, -izar, --ation."
материальный,material,материальный
вещество,materie,"<B>R: </B>materi|e<BR> вещество<BR>-al, --ism, --ist, -isar, ---tion, in-al."
утро,matine,"<B>R: </B>matin|e<BR> утро<BR>-al, -ar."
матрац,matrasse • matras • matrass,<B>R: </B>matras|(s)<BR>матрац
мать,matre,"<B>R: </B>matr|e<BR> мать<BR>-in, --al (maternal), --ita', -ona."
журнал,matri'cul • matricul,"<B>R: </B>matri'cul<BR>журнал (запись)<BR>in-ar, ---tion"
матрица|маточник,matrice,"<B>R: </B>matrice<BR> матрица, маточник"
крёстная|мать,matrina,крёстная мать
мат|рогожа|циновка,matte,"<B>R: </B>matt|e<BR> мат, рогожа, циновка"
зрелый,matur,<B>R: </B>matur<BR> зрелый
зрелый|готовый,mature,"зрелый, готовый"
более,max,<B>R: </B>max<BR> более<BR>particul por marcar li superlative.
верхняя|челюсть,maxille,верхняя челюсть
наибольший,maxim,наибольший
максимальный,maximal,<B>R: </B>maximal<BR> максимальный
наиболее,maxime,<B>R: </B>maxim|e<BR> наиболее
максимум,maximum,<B>R: </B>maximum<BR> максимум
меня|мне,me,"<B>R: </B>me<BR> меня, мне<BR>(accus. de mi)"
механический,mecanic,"<B>R: </B>mecan|ic<BR> механический<BR>-o, -a, --al, -ism, -ist."
светильня|фитиль,meche,"<B>R: </B>mech|e<BR> светильня, фитиль"
посредством|среда,med,"<B>R: </B>med<BR> посредством, ~ie -средство, среда<BR>= per auxilie de, per medie de"
медаль,medall'e • medalle • medal'e,<B>R: </B>medall'|e<BR>медаль
средний,medial,средний
медик,medic,"<B>R: </B>medic<BR> медик<BR>-o, -al, -ar, -iano, -ina, --r, --ero, --ic, -ament."
медицина,medicina,медицина
доктор,medico,доктор
средство,medie,средство
посредственный,mediocri,<B>R: </B>mediocr|i<BR> посредственный
созерцать|медитировать|мечтать,meditar • medita • meditat,"<B>R: </B>medit|ar<BR>созерцать, медитировать, мечтать<BR>-at, --ion, --iv."
медиум|посредник,medium,"<B>R: </B>medium<BR> медиум, посредник<BR>(spiritic)"
мозг|сердцевина,medull,"<B>R: </B>medull<BR> мозг (костей), сердцевина"
доить,melcar • melca • melcat,<B>R: </B>melc|ar<BR>доить
лучший,melior,лучший
мелодия,melodie,"<B>R: </B>melodi|e<BR> мелодия<BR>-os, --ita'"
даже,mem,<B>R: </B>mem<BR> даже
мембрана,membrane,мембрана
член,membre,<B>R: </B>membr|e<BR> член
запомнить,memorar • memora • memorat,"<B>R: </B>memor|ar<BR>запомнить<BR>-abil, -antie, -andum, -ativ, -ation, -ie, --ale, a-ar, re-ar."
угрожать,menaciar • menacia • menaciat,<B>R: </B>menaci|ar<BR>угрожать
угроза,menacie,угроза
хозяйство|домашняя|утварь,menage,"<B>R: </B>menag|e<BR> хозяйство, домашняя утварь<BR>-ero, -ear, -ment."
попрошайничать,mendicar • mendica • mendicat,попрошайничать
нищий,mendico,"<B>R: </B>mendic|o<BR> нищий<BR>-ar, -ation, -ada, -agie, -ant, -ard."
менструировать,menstruar • menstrua • menstruat,<B>R: </B>menstru|ar<BR>менструировать<BR>-ation (med.)
месяц,mensu,<B>R: </B>mensu<BR> месяц<BR>-al
лгун|враль,mentard • mentitor • memtir,"лгун, враль"
лживый,mentardaci,лживый
враньё,mentarderi'e • mentarderie,враньё
лживый,mentardosi,лживый
душа|дух|характер|разум,mente,"<B>R: </B>ment|e<BR> душа, дух, характер, разум<BR>-al, --ita' = anim, spiritu, ingenie, caractere."
отзыв|упоминание,mention,"<B>R: </B>mention<BR> отзыв, упоминание<BR>-ar"
упоминать,mentionar • mentiona • mentionat,упоминать
лгать,mentir • menti • mentit,"<B>R: </B>menti|r<BR>лгать<BR>-e, -da, -ard"
пдбородок,menton,<B>R: </B>menton<BR> пдбородок
меню,menu' • menu,меню
рынок,mercate • mercat,<B>R: </B>mercat<BR>рынок
товар,merce,"<B>R: </B>merc|e<BR> товар (мелочный)<BR>-ero, -erie, --a, -ar, -ant, --il, ---ism, --al'a, co-ie, co--al, ---ant"
среда,mercurdi' • mercurdi,<B>R: </B>mercurdi'<BR>среда
ртуть,mercurie,<B>R: </B>mercuri|e<BR> ртуть
нырять|погружать,merger • merge • merget,"<B>R: </B>merg|er<BR><B><I>s</B></I> нырять, погружать<BR>e-er, sub-er, --ibil, in-er, --ion."
меридиан,meridian,<B>R: </B>meridian<BR> меридиан
заслуга,merite,заслуга
заслуживать,meriter • merite • meritet,<B>R: </B>merit|er<BR>заслуживать
черный|дрозд,merle,<B>R: </B>merle<BR> черный дрозд
#VALUE!,mers-,<B>R: </B>mers-<BR><I><B>*</B></I> (погружение)<BR>vide merger
спасибо,mersi' • mersi,"<B>R: </B>mersi'<BR>спасибо<BR>-ar, -ativ, -os."
гипнотезировать,mesmerisar • mesmerisa • mesmerisat,гипнотезировать
кизил,mespil,<B>R: </B>mespil<BR> кизил
поскудный,mesqin,<B>R: </B>mesqin<BR> поскудный<BR>(var. meskin)
нищий,mesquin,нищий
месса|обедня,messe,"<B>R: </B>messe<BR> месса, обедня"
занятие|ремесло|процесс,mestiere,"занятие, ремесло, процесс"
метис,mestisse,метис
мера,mesura,мера
металл,metall • metalle,"<B>R: </B>metall<BR>металл<BR>-ic, -in, -urg, --ie; -isar, -isation; bi-ist, -fil."
метод,metode,"<B>R: </B>metod|e<BR> метод<BR>-ic, -isation, -ism, -ist"
метр,metr,"<B>R: </B>metr<BR> метр<BR>-ic, -ica"
столица|метрополия,metropole,"столица, метрополия"
ставить|класть|помещать,metter • mette • mettet,"<B>R: </B>mett|er<BR>ставить, класть, помещать"
предмет|мебели,meuble,"<B>R: </B>meubl|e<BR> предмет мебели<BR>-ar, -ation, --ura, -age, -ment."
свора|стая,meute,"<B>R: </B>meut|e<BR> свора, стая"
пусть|это|будет,mey,: it mey venir - пусть это будет(прийдёт)
мой|моя|моё|мои,mi,"<B>R: </B>mi<BR>мой, моя, моё, мои<BR>ancian form de pron. <A href='bword://yo'>yo</A>. Nu poss. pron. de 1sim person"
мяукать,miaular • miaula • miaulat,<B>R: </B>miaul|ar<BR>мяукать
слюда,mica,<B>R: </B>mic|a<BR> слюда<BR>(min.)
микро-|маленький,micr-,"<B>R: </B>micr-<BR> микро-, маленький"
маленький,micri,маленький
полдень,midi' • midi,полдень
мёд,miel,<B>R: </B>miel<BR> мёд
странствовать|переселяться,migrar • migra • migrat,"<B>R: </B>migr|ar<BR>странствовать, переселяться<BR>e-ar, --ant, trans-, in-ar"
мигрень|головная|боль,migren,"<B>R: </B>migren<BR> мигрень, головная боль"
тысяча,mil,"<B>R: </B>mil<BR> тысяча<BR>= 1000, -ion = 1.000.000, -iard = 1.000.000.000."
мягкий|кроткий|нежный,mild,"<B>R: </B>mild<BR> мягкий, кроткий, нежный"
милиция,milicie,<B>R: </B>milici|e<BR> милиция<BR>-an
миля,milie,<B>R: </B>mili|e<BR> миля
войско|военный,militar • militare,"<B>R: </B>militar|(e)<BR>войско, военный<BR>-i, -ism."
#VALUE!,mill,= <A href='bword://mil'>mil</A>
селезенка,milz,<B>R: </B>milz<BR> селезенка
мим,mime,"<B>R: </B>mim|e<BR>мим (мимика)<BR>-ar, -ic, -ica, -icry, -ico, -ist = (syn.) geste, grimasse"
рудник|шахта,mine,"<B>R: </B>min|e<BR> рудник, шахта<BR>-ar, sub-ar, -ero, --al, -iera."
минерал,minerale,<B>R: </B>mineral|e<BR> минерал
наименьший|наименее|крошечный,minim,"наименьший<BR><B>R: </B>minim<BR>наименее, крошечный<BR>-al, -um."
министерство,ministerie,<B>R: </B>ministeri|e<BR> министерство<BR>-al
министр,ministro,"<B>R: </B>ministr|o<BR> министр<BR>ad-ar, ad-ation."
меньший,minor,<B>R: </B>minor<BR> меньший<BR>-ite'
меньшинство,minorite' • minorite,меньшинство
наименьший,minst,<B>R: </B>minst<BR> наименьший<BR>superlative de minu (vide gramatica)
мята,mint • minte,<B>R: </B>mint<BR>мята
менее,minu,"<B>R: </B>minu<BR> менее<BR>adv. -er, -tion; di-er, --ent, --tion, --tiv"
строчная|буква,minu'scul • minuscul,<B>R: </B>minu'scul<BR>строчная буква<BR>= minor li'ttere
мелочь,minucie,"<B>R: </B>minuci|e<BR> мелочь<BR>-os, --ita'"
минус,minus,<B>R: </B>minus<BR> минус<BR>(math)
минута,minut • minute,<B>R: </B>minut<BR>минута<BR>= 1/60 hor.
чудо,miracul,<B>R: </B>miracul<BR> чудо
удивляться,mirar • mira • mirat,"<B>R: </B>mir|ar<BR>удивляться<BR>= ad mir ar, -bil."
приставка|ошибочности,mis-,"<B>R: </B>mis-<BR> приставка ошибочности<BR>= ne just, ne rect, fals; ne tutmen; -conisser, -comprender, -alliante, -dir, -far, -fider, -fortune, -prender, -preciar,"
мезальянс,misalliantie,мезальянс (нерпавный брак)
бедствие|нужда,misere,"<B>R: </B>miser|e<BR> бедствие, нужда<BR>-ar, -abil, -icordie."
положить|не|на|то|место,mislocar • misloca • mislocat,положить не на то место
положить|не|на|место,mismetter • mismette • mismettet,положить не на (своё/то) место
сообщение,missage,сообщение
посылать,misser • misse • misset,"<B>R: </B>miss|er<BR>посылать<BR>-ion, --ario, -iv, -agio, --er (moventie del subject al object, inviar, lassar, dar, expedir) co-, de-, di-,"
#VALUE!,mission,misio
неудача|неуспех,missuccesse,"неудача, неуспех <A href='bword://fallida'>fallida</A>"
тайна,misterie,тайна
клещ,mite,<B>R: </B>mit|e<BR> клещ
смягчать|облегчать|ослаблять,mitigar • mitiga • mitigat • mitigant,"смягчать, облегчать, ослаблять"
мешать|смешивать,mixter • mixte • mixtet,"<B>R: </B>mixt|er<BR>мешать, смешивать<BR>-ion, -ibil, -ur."
мобильный|подвижный,mobil,"<B>R: </B>mo|bil<BR> мобильный, подвижный<BR>= movibil, --isar, --ation, im- = in- (vide moer)"
предмет|мебели,moble,предмет мебели
насмешка,moca • mocca,<B>R: </B>mocca<BR>насмешка
насмехаться|издеваться,mocar • moca • mocat,"<B>R: </B>moc|ar<BR>насмехаться, издеваться<BR>(se)"
манера|форма|метод,mode,"<B>R: </B>mod|e<BR> манера, форма, метод<BR>-al, --ita', -ern, --ist, --ita'; -ista = maniere, form, metode = moda, mode, modo, modus"
модель,model • modell • modelle,<B>R: </B>model(l)<BR>модель
умерять,moderar • modera • moderat,"<B>R: </B>modera|r<BR>умерять<BR>-t, --ion, --iv, --tor, -abil."
скромный,modest,<B>R: </B>modest<BR> скромный
скромность,modestie • modestesse,скромность
дешевый,modic,<B>R: </B>modic<BR> дешевый<BR>-ita'
модифицировать,modificar • modifica • modificat,<B>R: </B>modific|ar<BR>модифицировать
модуль,modul,"<B>R: </B>modul<BR> модуль<BR>-ar, -ation"
двигать,moer • mover • move • movet,"<B>R: </B>mo|er<BR>двигать<BR>= mov er, -ida, -entie, -ment, -tion, -tiv, -tor, --i(c), e-er, --tion, --tiv."
плеснь,mofa,"<B>R: </B>mof|a<BR> плеснь<BR>-ar, -os, -ette."
плесневеть,mofar • mofa • mofat,плесневеть
жернов,mol,"<B>R: </B>mol<BR> жернов<BR>-ar, -ari (dente molari)"
обременительный|тягостный|тяжелый,molest,"<B>R: </B>molest<BR> обременительный, тягостный; тяжелый<BR>-ar, -ation, -ie."
приставать|досаждать|преследовать,molestar • molesta • molestat,"приставать, досаждать, преследовать"
мельница,molino • moline,"<B>R: </B>mol|ino<BR>мельница<BR>--ete, --ar, --ero, ---ia, --age"
мягкий,moll,<B>R: </B>moll<BR> мягкий
моль,molo,<B>R: </B>mol|o<BR> моль
момент,moment,<B>R: </B>moment<BR> момент
монах,monac • monaco,"<B>R: </B>monac<BR>монах<BR>-o, -a, -al, -al'a, -ie, -atu, -iera"
монарх,monarc • monarch,"<B>R: </B>monarc|(h)<BR>монарх<BR>-ic, -ia, -ist, -ism (var. monark)"
монастырь,monaster,<B>R: </B>monaster<BR> монастырь<BR>= monacieara (vide monac)
деньги,mone' • mone,<B>R: </B>mone'<BR>деньги<BR>= pecunie.
монета,monet • monete,"<B>R: </B>monet<BR>монета<BR>-ar, -eria, -al."
предостерегать|советовать|увещевать,monir • moni • monit,"<B>R: </B>moni|r<BR>1) предостерегать 2) советовать, увещевать<BR>-tion, -tor, ad-r."
монитор,monitore,<B>R: </B>monitor|e<BR>монитор
моно_,mono-,"<B>R: </B>mono-<BR> моно_<BR>(presillabe grec) = singul, unic; -cord, -gam, --ie, -gramm, -grafie, -lit, -log, -man, -polie, -sylab, -ton."
